tool,depth,specie,sequencing_id,mrd,batch,precision,recall,f1score
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,9,0.4375,0.9333333333333333,0.5957446808510638
NanoMGT,170,klebsiella_pneumoniae,SRR27348733,0.01,10,0.3684210526315789,0.9333333333333333,0.5283018867924527
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,1,0.017857142857142856,0.044444444444444446,0.025477707006369428
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,2,0.1,0.26666666666666666,0.14545454545454545
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,3,0.16260162601626016,0.4444444444444444,0.23809523809523808
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,4,0.1875,0.5333333333333333,0.27745664739884396
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,5,0.20689655172413793,0.8,0.3287671232876712
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,6,0.21839080459770116,0.8444444444444444,0.34703196347031967
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,7,0.23626373626373626,0.9555555555555556,0.3788546255506608
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,8,0.2781954887218045,0.8222222222222222,0.41573033707865165
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,9,0.27205882352941174,0.8222222222222222,0.4088397790055249
NanoMGT,170,salmonella_enterica,SRR28399428,0.01,10,0.2814814814814815,0.8444444444444444,0.4222222222222222
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,1,0.1574074074074074,0.08854166666666667,0.11333333333333334
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,2,0.3357664233576642,0.23958333333333334,0.2796352583586626
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,3,0.4382716049382716,0.3697916666666667,0.4011299435028249
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,4,0.518918918918919,0.5,0.5092838196286472
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,5,0.5671641791044776,0.59375,0.5801526717557253
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,6,0.6026785714285714,0.703125,0.6490384615384615
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,7,0.6485355648535565,0.8072916666666666,0.7192575406032482
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,8,0.6705426356589147,0.9010416666666666,0.7688888888888888
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,9,0.640625,0.640625,0.640625
NanoMGT,220,campylobacter_jejuni,SRR27710526,0.01,10,0.6752767527675276,0.953125,0.7904967602591793
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,1,0.0625,0.2,0.09523809523809523
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,2,0.12,0.4,0.18461538461538463
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,3,0.10869565217391304,0.3333333333333333,0.16393442622950818
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,4,0.19444444444444445,0.4666666666666667,0.27450980392156865
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,5,0.21052631578947367,0.8,0.3333333333333333
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,6,0.21052631578947367,0.8,0.3333333333333333
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,7,0.2702702702702703,0.6666666666666666,0.3846153846153846
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,8,0.24074074074074073,0.8666666666666667,0.37681159420289856
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,9,0.25,0.9333333333333333,0.39436619718309857
NanoMGT,170,klebsiella_pneumoniae,ERR8958737,0.01,10,0.28846153846153844,1.0,0.44776119402985076
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,1,0.22549019607843138,0.5111111111111111,0.3129251700680272
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,2,0.3333333333333333,0.7333333333333333,0.45833333333333326
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,3,0.3508771929824561,0.8888888888888888,0.5031446540880503
NanoMGT,170,ecoli,SRR25689478,0.01,1,0.02531645569620253,0.04878048780487805,0.03333333333333333
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,4,0.3619047619047619,0.8444444444444444,0.5066666666666667
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,5,0.37,0.8222222222222222,0.5103448275862069
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,6,0.375,0.8666666666666667,0.5234899328859061
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,7,0.3669724770642202,0.8888888888888888,0.5194805194805195
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,8,0.37037037037037035,0.8888888888888888,0.5228758169934641
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,9,0.30201342281879195,1.0,0.46391752577319584
NanoMGT,170,salmonella_enterica,SRR27755678,0.01,10,0.3,1.0,0.4615384615384615
NanoMGT,170,ecoli,SRR25689478,0.01,2,0.08333333333333333,0.17073170731707318,0.112
NanoMGT,170,ecoli,SRR25689478,0.01,3,0.15463917525773196,0.36585365853658536,0.21739130434782608
NanoMGT,170,ecoli,SRR25689478,0.01,4,0.23300970873786409,0.5853658536585366,0.3333333333333333
NanoMGT,170,ecoli,SRR25689478,0.01,5,0.2761904761904762,0.7073170731707317,0.3972602739726027
NanoMGT,170,ecoli,SRR25689478,0.01,6,0.24087591240875914,0.8048780487804879,0.37078651685393255
NanoMGT,170,ecoli,SRR25689478,0.01,7,0.29357798165137616,0.7804878048780488,0.4266666666666667
NanoMGT,170,ecoli,SRR25689478,0.01,8,0.33636363636363636,0.9024390243902439,0.4900662251655629
NanoMGT,170,ecoli,SRR25689478,0.01,9,0.33035714285714285,0.9024390243902439,0.4836601307189542
NanoMGT,170,ecoli,SRR25689478,0.01,10,0.3217391304347826,0.9024390243902439,0.47435897435897434
NanoMGT,120,staph_aureus,ERR8958843,0.01,1,0.038461538461538464,0.1,0.05555555555555555
NanoMGT,120,staph_aureus,ERR8958843,0.01,2,0.09433962264150944,0.25,0.13698630136986303
NanoMGT,120,staph_aureus,ERR8958843,0.01,3,0.14414414414414414,0.4,0.2119205298013245
NanoMGT,120,staph_aureus,ERR8958843,0.01,4,0.16216216216216217,0.45,0.23841059602649006
NanoMGT,120,staph_aureus,ERR8958843,0.01,5,0.2689075630252101,0.8,0.4025157232704403
NanoMGT,120,staph_aureus,ERR8958843,0.01,6,0.2661290322580645,0.825,0.4024390243902439
NanoMGT,120,staph_aureus,ERR8958843,0.01,7,0.2727272727272727,0.825,0.40993788819875776
NanoMGT,120,staph_aureus,ERR8958843,0.01,8,0.28346456692913385,0.9,0.4311377245508982
NanoMGT,120,staph_aureus,ERR8958843,0.01,9,0.28125,0.9,0.4285714285714286
NanoMGT,120,staph_aureus,ERR8958843,0.01,10,0.2620689655172414,0.95,0.41081081081081083
NanoMGT,170,staph_aureus,ERR8958843,0.01,1,0.0625,0.15,0.08823529411764706
NanoMGT,170,staph_aureus,ERR8958843,0.01,2,0.12871287128712872,0.325,0.1843971631205674
NanoMGT,170,staph_aureus,ERR8958843,0.01,3,0.2018348623853211,0.55,0.2953020134228188
NanoMGT,170,staph_aureus,ERR8958843,0.01,4,0.22413793103448276,0.65,0.33333333333333337
NanoMGT,170,staph_aureus,ERR8958843,0.01,5,0.256,0.8,0.3878787878787879
NanoMGT,170,staph_aureus,ERR8958843,0.01,6,0.25833333333333336,0.775,0.3875
NanoMGT,170,staph_aureus,ERR8958843,0.01,7,0.256198347107438,0.775,0.38509316770186336
NanoMGT,170,staph_aureus,ERR8958843,0.01,8,0.2605042016806723,0.775,0.389937106918239
NanoMGT,170,staph_aureus,ERR8958843,0.01,9,0.27692307692307694,0.9,0.42352941176470593
NanoMGT,170,staph_aureus,ERR8958843,0.01,10,0.2846153846153846,0.925,0.4352941176470588
NanoMGT,220,staph_aureus,ERR8958843,0.01,1,0.043478260869565216,0.075,0.055045871559633024
NanoMGT,220,staph_aureus,ERR8958843,0.01,2,0.07042253521126761,0.125,0.09009009009009009
NanoMGT,220,staph_aureus,ERR8958843,0.01,3,0.14102564102564102,0.275,0.1864406779661017
NanoMGT,220,staph_aureus,ERR8958843,0.01,4,0.2235294117647059,0.475,0.304
NanoMGT,220,staph_aureus,ERR8958843,0.01,5,0.26744186046511625,0.575,0.365079365079365
NanoMGT,220,staph_aureus,ERR8958843,0.01,6,0.28888888888888886,0.65,0.39999999999999997
NanoMGT,220,staph_aureus,ERR8958843,0.01,7,0.32978723404255317,0.775,0.46268656716417905
NanoMGT,220,staph_aureus,ERR8958843,0.01,8,0.3146067415730337,0.7,0.4341085271317829
NanoMGT,220,staph_aureus,ERR8958843,0.01,9,0.3473684210526316,0.825,0.48888888888888893
NanoMGT,220,staph_aureus,ERR8958843,0.01,10,0.35,0.875,0.4999999999999999
NanoMGT,120,staph_aureus,SRR28370694,0.01,1,0.23333333333333334,0.35,0.28
NanoMGT,120,staph_aureus,SRR28370694,0.01,2,0.36363636363636365,0.6,0.4528301886792453
NanoMGT,120,staph_aureus,SRR28370694,0.01,3,0.3076923076923077,0.6,0.4067796610169492
NanoMGT,120,staph_aureus,SRR28370694,0.01,4,0.4225352112676056,0.75,0.5405405405405407
NanoMGT,120,staph_aureus,SRR28370694,0.01,5,0.4266666666666667,0.8,0.5565217391304348
NanoMGT,120,staph_aureus,SRR28370694,0.01,6,0.41025641025641024,0.8,0.5423728813559321
NanoMGT,120,staph_aureus,SRR28370694,0.01,7,0.4,0.85,0.544
NanoMGT,120,staph_aureus,SRR28370694,0.01,8,0.4588235294117647,0.975,0.624
NanoMGT,120,staph_aureus,SRR28370694,0.01,9,0.4367816091954023,0.95,0.5984251968503937
NanoMGT,120,staph_aureus,SRR28370694,0.01,10,0.4367816091954023,0.95,0.5984251968503937
NanoMGT,170,staph_aureus,SRR28370694,0.01,1,0.2894736842105263,0.55,0.37931034482758624
NanoMGT,170,staph_aureus,SRR28370694,0.01,2,0.2857142857142857,0.55,0.37606837606837606
NanoMGT,170,staph_aureus,SRR28370694,0.01,3,0.3411764705882353,0.725,0.46399999999999997
NanoMGT,170,staph_aureus,SRR28370694,0.01,4,0.3595505617977528,0.8,0.496124031007752
NanoMGT,170,staph_aureus,SRR28370694,0.01,5,0.3764705882352941,0.8,0.512
NanoMGT,170,staph_aureus,SRR28370694,0.01,6,0.4111111111111111,0.925,0.5692307692307692
NanoMGT,170,staph_aureus,SRR28370694,0.01,7,0.40217391304347827,0.925,0.5606060606060606
NanoMGT,170,staph_aureus,SRR28370694,0.01,8,0.3939393939393939,0.975,0.5611510791366906
NanoMGT,170,staph_aureus,SRR28370694,0.01,9,0.3644859813084112,0.975,0.5306122448979591
NanoMGT,170,staph_aureus,SRR28370694,0.01,10,0.36792452830188677,0.975,0.5342465753424658
NanoMGT,170,ecoli,SRR26036455,0.01,1,0.09090909090909091,0.17073170731707318,0.11864406779661017
NanoMGT,170,ecoli,SRR26036455,0.01,2,0.13414634146341464,0.2682926829268293,0.1788617886178862
NanoMGT,170,ecoli,SRR26036455,0.01,3,0.17525773195876287,0.4146341463414634,0.24637681159420288
NanoMGT,170,ecoli,SRR26036455,0.01,4,0.3258426966292135,0.7073170731707317,0.44615384615384623
NanoMGT,170,ecoli,SRR26036455,0.01,5,0.35714285714285715,0.8536585365853658,0.5035971223021583
NanoMGT,170,ecoli,SRR26036455,0.01,6,0.37623762376237624,0.926829268292683,0.5352112676056339
NanoMGT,170,ecoli,SRR26036455,0.01,7,0.3711340206185567,0.8780487804878049,0.5217391304347827
NanoMGT,170,ecoli,SRR26036455,0.01,8,0.3883495145631068,0.975609756097561,0.5555555555555556
NanoMGT,170,ecoli,SRR26036455,0.01,9,0.40404040404040403,0.975609756097561,0.5714285714285715
NanoMGT,170,ecoli,SRR26036455,0.01,10,0.38461538461538464,0.975609756097561,0.5517241379310346
NanoMGT,220,ecoli,SRR26036455,0.02,1,0,0,0
NanoMGT,220,ecoli,SRR26036455,0.02,2,0,0,0
NanoMGT,220,ecoli,SRR26036455,0.02,3,0.2727272727272727,0.14634146341463414,0.19047619047619044
NanoMGT,220,ecoli,SRR26036455,0.02,4,0.45454545454545453,0.36585365853658536,0.40540540540540543
NanoMGT,220,ecoli,SRR26036455,0.02,5,0.46511627906976744,0.4878048780487805,0.4761904761904762
NanoMGT,220,ecoli,SRR26036455,0.02,6,0.5116279069767442,0.5365853658536586,0.5238095238095238
NanoMGT,220,ecoli,SRR26036455,0.02,7,0.5333333333333333,0.5853658536585366,0.5581395348837209
NanoMGT,220,ecoli,SRR26036455,0.02,8,0.5714285714285714,0.6829268292682927,0.6222222222222223
NanoMGT,220,ecoli,SRR26036455,0.02,9,0.6226415094339622,0.8048780487804879,0.7021276595744681
NanoMGT,220,ecoli,SRR26036455,0.02,10,0.6842105263157895,0.9512195121951219,0.7959183673469389
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,1,0.125,0.06666666666666667,0.08695652173913045
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,2,0.36363636363636365,0.26666666666666666,0.30769230769230765
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,3,0.36363636363636365,0.26666666666666666,0.30769230769230765
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,4,0.36363636363636365,0.26666666666666666,0.30769230769230765
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,5,0.5333333333333333,0.5333333333333333,0.5333333333333333
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,6,0.5789473684210527,0.7333333333333333,0.6470588235294117
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,7,0.6470588235294118,0.7333333333333333,0.6875
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,8,0.7058823529411765,0.8,0.7500000000000001
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,9,0.7058823529411765,0.8,0.7500000000000001
NanoMGT,220,klebsiella_pneumoniae,ERR8958737,0.02,10,0.7222222222222222,0.8666666666666667,0.7878787878787877
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,1,0.3375,0.6,0.43200000000000005
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,2,0.40476190476190477,0.7555555555555555,0.5271317829457365
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,3,0.4659090909090909,0.9111111111111111,0.6165413533834586
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,4,0.45555555555555555,0.9111111111111111,0.6074074074074074
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,5,0.4942528735632184,0.9555555555555556,0.6515151515151515
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,6,0.4888888888888889,0.9777777777777777,0.6518518518518519
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,7,0.5116279069767442,0.9777777777777777,0.6717557251908397
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,8,0.5116279069767442,0.9777777777777777,0.6717557251908397
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,9,0.5357142857142857,1.0,0.6976744186046512
NanoMGT,220,salmonella_enterica,SRR27755678,0.02,10,0.5555555555555556,1.0,0.7142857142857143
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,1,0.37681159420289856,0.13541666666666666,0.1992337164750958
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,2,0.6190476190476191,0.3385416666666667,0.43771043771043766
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,3,0.6929133858267716,0.4583333333333333,0.5517241379310345
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,4,0.7764705882352941,0.6875,0.7292817679558011
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,5,0.7958115183246073,0.7916666666666666,0.7937336814621411
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,6,0.8067632850241546,0.8697916666666666,0.837092731829574
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,7,0.8181818181818182,0.9375,0.8737864077669902
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,8,0.8222222222222222,0.9635416666666666,0.8872901678657074
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,9,0.827433628318584,0.9739583333333334,0.8947368421052632
NanoMGT,220,campylobacter_jejuni,SRR27638397,0.02,10,0.8209606986899564,0.9791666666666666,0.8931116389548693
NanoMGT,120,ecoli,ERR12533301,0.02,1,0.058823529411764705,0.14634146341463414,0.08391608391608392
NanoMGT,120,ecoli,ERR12533301,0.02,2,0.1864406779661017,0.5365853658536586,0.27672955974842767
NanoMGT,120,ecoli,ERR12533301,0.02,3,0.2972972972972973,0.8048780487804879,0.43421052631578944
NanoMGT,120,ecoli,ERR12533301,0.02,4,0.31666666666666665,0.926829268292683,0.4720496894409938
NanoMGT,120,ecoli,ERR12533301,0.02,5,0.3140495867768595,0.926829268292683,0.46913580246913583
NanoMGT,120,ecoli,ERR12533301,0.02,6,0.312,0.9512195121951219,0.4698795180722891
NanoMGT,120,ecoli,ERR12533301,0.02,7,0.34513274336283184,0.9512195121951219,0.5064935064935066
NanoMGT,120,ecoli,ERR12533301,0.02,8,0.3076923076923077,0.975609756097561,0.46783625730994155
NanoMGT,120,ecoli,ERR12533301,0.02,9,0.30303030303030304,0.975609756097561,0.46242774566473993
NanoMGT,120,ecoli,ERR12533301,0.02,10,0.3178294573643411,1.0,0.48235294117647054
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,1,0.03508771929824561,0.08888888888888889,0.05031446540880503
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,2,0.18548387096774194,0.5111111111111111,0.27218934911242604
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,3,0.25,0.7333333333333333,0.3728813559322034
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,4,0.2857142857142857,0.8444444444444444,0.42696629213483145
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,5,0.32142857142857145,1.0,0.4864864864864865
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,6,0.3146853146853147,1.0,0.4787234042553192
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,7,0.3103448275862069,1.0,0.4736842105263158
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,8,0.3103448275862069,1.0,0.4736842105263158
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,9,0.30405405405405406,1.0,0.4663212435233161
NanoMGT,120,salmonella_enterica,SRR27136088,0.02,10,0.2922077922077922,1.0,0.45226130653266333
NanoMGT,220,staph_aureus,SRR28370694,0.02,1,0.47058823529411764,0.4,0.4324324324324324
NanoMGT,220,staph_aureus,SRR28370694,0.02,2,0.5263157894736842,0.5,0.5128205128205129
NanoMGT,220,staph_aureus,SRR28370694,0.02,3,0.6444444444444445,0.725,0.6823529411764706
NanoMGT,220,staph_aureus,SRR28370694,0.02,4,0.7058823529411765,0.9,0.7912087912087913
NanoMGT,220,staph_aureus,SRR28370694,0.02,5,0.6851851851851852,0.925,0.7872340425531915
NanoMGT,220,staph_aureus,SRR28370694,0.02,6,0.6851851851851852,0.925,0.7872340425531915
NanoMGT,220,staph_aureus,SRR28370694,0.02,7,0.6727272727272727,0.925,0.7789473684210527
NanoMGT,220,staph_aureus,SRR28370694,0.02,8,0.6851851851851852,0.925,0.7872340425531915
NanoMGT,220,staph_aureus,SRR28370694,0.02,9,0.7115384615384616,0.925,0.8043478260869567
NanoMGT,220,staph_aureus,SRR28370694,0.02,10,0.6727272727272727,0.925,0.7789473684210527
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,1,0.17567567567567569,0.06770833333333333,0.09774436090225563
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,2,0.42990654205607476,0.23958333333333334,0.3076923076923077
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,3,0.4827586206896552,0.2916666666666667,0.3636363636363637
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,4,0.5955882352941176,0.421875,0.49390243902439024
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,5,0.6583850931677019,0.5520833333333334,0.6005665722379604
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,6,0.6902173913043478,0.6614583333333334,0.675531914893617
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,7,0.7233009708737864,0.7760416666666666,0.7487437185929648
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,8,0.7342342342342343,0.8489583333333334,0.7874396135265701
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,9,0.7564102564102564,0.921875,0.8309859154929576
NanoMGT,170,campylobacter_jejuni,SRR27710526,0.02,10,0.7603305785123967,0.9583333333333334,0.8479262672811061
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,1,0.07692307692307693,0.13333333333333333,0.0975609756097561
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,2,0.1111111111111111,0.2,0.14285714285714285
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,3,0.3225806451612903,0.6666666666666666,0.4347826086956521
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,4,0.34375,0.7333333333333333,0.4680851063829787
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,5,0.3333333333333333,0.7333333333333333,0.45833333333333326
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,6,0.36363636363636365,0.8,0.5000000000000001
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,7,0.38235294117647056,0.8666666666666667,0.5306122448979592
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,8,0.37142857142857144,0.8666666666666667,0.52
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,9,0.37142857142857144,0.8666666666666667,0.52
NanoMGT,120,klebsiella_pneumoniae,ERR8958737,0.02,10,0.4,0.9333333333333333,0.5599999999999999
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,1,0.06060606060606061,0.08888888888888889,0.07207207207207207
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,2,0.19736842105263158,0.3333333333333333,0.24793388429752067
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,3,0.2875,0.5111111111111111,0.368
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,4,0.33707865168539325,0.6666666666666666,0.4477611940298507
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,5,0.34408602150537637,0.7111111111111111,0.463768115942029
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,6,0.3979591836734694,0.8666666666666667,0.5454545454545454
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,7,0.4329896907216495,0.9333333333333333,0.5915492957746479
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,8,0.44680851063829785,0.9333333333333333,0.6043165467625898
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,9,0.45652173913043476,0.9333333333333333,0.6131386861313868
NanoMGT,220,salmonella_enterica,SRR27136088,0.02,10,0.46236559139784944,0.9555555555555556,0.6231884057971014
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,1,0.09090909090909091,0.06666666666666667,0.07692307692307691
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,2,0.26666666666666666,0.26666666666666666,0.26666666666666666
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,3,0.45,0.6,0.5142857142857143
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,4,0.5217391304347826,0.8,0.6315789473684211
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,5,0.5217391304347826,0.8,0.6315789473684211
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,6,0.56,0.9333333333333333,0.7000000000000001
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,7,0.6666666666666666,0.9333333333333333,0.7777777777777778
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,8,0.6086956521739131,0.9333333333333333,0.7368421052631579
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,9,0.6086956521739131,0.9333333333333333,0.7368421052631579
NanoMGT,120,klebsiella_pneumoniae,SRR27348733,0.02,10,0.5833333333333334,0.9333333333333333,0.7179487179487181
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,1,0.016260162601626018,0.044444444444444446,0.023809523809523815
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,2,0.1,0.28888888888888886,0.14857142857142858
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,3,0.1678832116788321,0.5111111111111111,0.25274725274725274
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,4,0.2153846153846154,0.6222222222222222,0.32
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,5,0.2661290322580645,0.7333333333333333,0.39053254437869817
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,6,0.2702702702702703,0.8888888888888888,0.4145077720207254
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,7,0.2857142857142857,0.8444444444444444,0.42696629213483145
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,8,0.28,0.9333333333333333,0.4307692307692308
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,9,0.28859060402684567,0.9555555555555556,0.443298969072165
NanoMGT,120,salmonella_enterica,SRR28399428,0.02,10,0.2792207792207792,0.9555555555555556,0.43216080402010054
NanoMGT,120,ecoli,SRR25689478,0.02,1,0.018518518518518517,0.024390243902439025,0.021052631578947368
NanoMGT,120,ecoli,SRR25689478,0.02,2,0.06779661016949153,0.0975609756097561,0.08
NanoMGT,120,ecoli,SRR25689478,0.02,3,0.12903225806451613,0.1951219512195122,0.1553398058252427
NanoMGT,120,ecoli,SRR25689478,0.02,4,0.2631578947368421,0.4878048780487805,0.3418803418803419
NanoMGT,120,ecoli,SRR25689478,0.02,5,0.3108108108108108,0.5609756097560976,0.4000000000000001
NanoMGT,120,ecoli,SRR25689478,0.02,6,0.36470588235294116,0.7560975609756098,0.49206349206349204
NanoMGT,120,ecoli,SRR25689478,0.02,7,0.39285714285714285,0.8048780487804879,0.528
NanoMGT,120,ecoli,SRR25689478,0.02,8,0.425,0.8292682926829268,0.5619834710743802
NanoMGT,120,ecoli,SRR25689478,0.02,9,0.4,0.8292682926829268,0.5396825396825398
NanoMGT,120,ecoli,SRR25689478,0.02,10,0.4117647058823529,0.8536585365853658,0.5555555555555556
NanoMGT,220,ecoli,SRR25689478,0.02,1,0,0,0
NanoMGT,220,ecoli,SRR25689478,0.02,2,0.07142857142857142,0.04878048780487805,0.057971014492753624
NanoMGT,220,ecoli,SRR25689478,0.02,3,0.375,0.2926829268292683,0.32876712328767116
NanoMGT,220,ecoli,SRR25689478,0.02,4,0.45714285714285713,0.3902439024390244,0.42105263157894735
NanoMGT,220,ecoli,SRR25689478,0.02,5,0.6,0.5853658536585366,0.5925925925925926
NanoMGT,220,ecoli,SRR25689478,0.02,6,0.6170212765957447,0.7073170731707317,0.6590909090909092
NanoMGT,220,ecoli,SRR25689478,0.02,7,0.7272727272727273,0.7804878048780488,0.7529411764705882
NanoMGT,220,ecoli,SRR25689478,0.02,8,0.68,0.8292682926829268,0.7472527472527474
NanoMGT,220,ecoli,SRR25689478,0.02,9,0.7058823529411765,0.8780487804878049,0.782608695652174
NanoMGT,220,ecoli,SRR25689478,0.02,10,0.7090909090909091,0.9512195121951219,0.8125
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.02,1,0.23214285714285715,0.13541666666666666,0.17105263157894735
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.02,2,0.47560975609756095,0.40625,0.43820224719101125
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.02,3,0.58,0.6041666666666666,0.5918367346938774
NanoMGT,120,campylobacter_jejuni,SRR27638397,0.02,4,0.665158371040724,0.765625,0.7118644067796611
